1, -12.78396
2, -11.18397
4, -8.78397
6, -6.78397
8, -5.38397
10, -3.98397
12, -2.88397
14, -1.88397
16, -0.98397
18, -0.18397
20, 0.51603
22, 1.21603
24, 1.81603
26, 2.31603
28, 2.81603
30, 3.41603
31, 3.61603
32, 4.766025
34, 5.21602
36, 5.61602
38, 6.01602
40, 6.41602
42, 6.71602
44, 7.11602
46, 7.41602
48, 7.71602
50, 8.01602
52, 8.31602
54, 8.51602
56, 8.81602
58, 9.11602
60, 9.31602
62, 9.616025
63, 10.01603
64, 10.21602
66, 10.41602
68, 10.61602
70, 10.81602
72, 11.01602
74, 11.21602
76, 11.41602
78, 11.51602
80, 11.71602
82, 11.91601
84, 12.11601
86, 12.21601
88, 12.41601
90, 12.61601
92, 12.71601
93, 12.81602
94, 13.116015
96, 13.21601
98, 13.41601
100, 13.51601
102, 13.71601
104, 13.81601
106, 13.91601
108, 14.11601
110, 14.21601
112, 14.31601
114, 14.41601
116, 14.51601
118, 14.71601
120, 14.81601
122, 14.91601
124, 15.016015
125, 15.21601
126, 15.21601
128, 15.31601
130, 15.41601
132, 15.61601
134, 15.61601
136, 15.816
138, 15.816
140, 15.916
142, 16.016
144, 16.116
146, 16.216
148, 16.316
150, 16.416
152, 16.416
154, 16.516
155, 16.61601
156, 16.716005
158, 16.816
160, 16.916
162, 16.916
164, 17.016
166, 17.116
168, 17.216
170, 17.216
172, 17.316
174, 17.416
176, 17.416
178, 17.516
180, 17.616
182, 17.616
184, 17.716
186, 17.816005
187, 17.916
188, 17.916
190, 18.016
192, 18.116
194, 18.116
196, 18.216
198, 18.216
200, 18.316
202, 18.316
204, 18.416
206, 18.516
208, 18.516
210, 18.616
212, 18.616
214, 18.716
216, 18.716
217, 18.816
218, 18.816
220, 18.916
222, 18.916
224, 19.016
226, 19.016
228, 19.116
230, 19.116
232, 19.216
234, 19.216
236, 19.316
238, 19.316
240, 19.416
242, 19.416
244, 19.416
246, 19.516
248, 19.56601
